stage,team_size,months_since_foundation,funding_total_usd,funding_rounds,monthly_active_users,revenue_mrr_usd,monthly_growth_rate,stage_num
series_a,26,13,31192965.295417268,5,903839.3431978286,351409.8593183481,0.38025769407812715,3
idea,2,9,43683.90172803744,0,173.3191377191007,37.050592854884876,-0.02373370547978562,0
seed,9,19,220535.0753428699,0,8155.519307457876,4680.815207754982,0.51351786674177,1
seed,6,14,1172947.8839630203,1,3442.6173064517225,4027.331415202934,0.33861122911263253,1
idea,4,5,16664.99299352625,0,114.55450194742181,27.864395467240993,0.37637305082935435,0
idea,1,3,47464.05858779918,1,33.771857873407065,0.5936966015471589,0.08425264601614921,0
idea,3,7,17827.946058844434,1,193.10358364695327,23.507179354611036,0.05493608795598978,0
series_a,95,27,35755510.22989763,1,424743.64820410655,390173.88194936555,1.082325571745851,3
idea,5,11,29171.310757204556,1,163.66010188787635,67.17586107080947,0.010138468530159706,0
seed,5,22,262007.879781565,0,4955.649745330083,409.6921951907306,0.19598018470176193,1
early,25,37,3283176.787499574,2,25881.36494393364,45820.0334565158,1.0124101361994333,2
seed,12,9,1347398.4102968534,1,1180.7780850323581,19.59187475546631,0.9994606810596731,1
scale_up,872,154,730261062.9578413,3,5922448.048131763,3368131.9470871906,1.1634216459862026,4
scale_up,563,41,27848718.86932312,4,4163937.2656040555,4672645.29354019,3.259531909804264,4
idea,3,6,49054.881225675475,0,23.601205323874975,0.32416919311564923,-0.042850639616278316,0
seed,8,23,1163745.1691073345,2,550.7131826999063,314.53738009011965,0.1873467913267889,1
idea,2,9,49780.952981135335,0,98.69599961457554,36.02026568905151,-0.09048889466087423,0
idea,2,6,20370.394067734273,0,11.185270025645133,3.5001013795251494,-0.06830446365483853,0
idea,4,6,26350.381229076687,0,34.16274126124215,10.137732246598246,0.09129039372380279,0
seed,7,5,785136.8916313633,1,206.1742606829825,1800.4981539105663,0.08982212942560475,1
seed,3,18,1289185.1162614855,1,9377.937665371091,3459.63681633296,0.15585153655144346,1
idea,5,1,47753.15935631182,0,0.2536153830980492,0.033308542777052016,0.21302708082015095,0
idea,5,6,15777.673722155545,0,136.35709955769093,16.603408976221584,0.31550840765671573,0
series_a,26,31,26489535.778470393,5,25157.480760636376,392480.63565226056,1.1486612234336298,3
idea,2,1,31410.3298546522,0,197.18683372498356,57.04259495682086,0.13414312975039702,0
idea,3,2,18935.167779057967,0,128.84260319792358,57.59090795613801,0.42009289141309347,0
seed,4,8,1461129.7875166978,0,4180.798976770238,846.015258386259,0.1875272229121666,1
scale_up,734,43,469171726.4276325,6,3441022.752558422,188597.35180785862,2.1215833683716396,4
idea,1,11,33655.56740622643,0,176.56463253569873,16.82449481170728,0.21181101869022614,0
early,34,27,9816072.106728049,0,60961.619354432776,32272.99633698996,0.7325133935226986,2
early,28,25,8371848.222982704,4,155128.8191676543,31474.89995407875,1.2332461468516067,2
idea,2,10,28132.77114513712,0,142.7214732526943,61.92136337190778,0.24128764186032373,0
early,24,10,3099157.1621118314,3,192904.21982381216,36175.6584470445,1.985619819483097,2
seed,11,10,175682.73952075792,2,3149.547375189161,3914.6180712878618,0.4426548482604331,1
seed,8,6,1135551.0202186063,2,184.46074094651658,1814.3290849755172,0.6010911673963028,1
seed,6,14,1344747.3776307756,0,2811.351908778806,4667.065635117274,0.7235345733310886,1
seed,5,5,1373162.1124597257,1,3631.9245668516255,383.616997280114,0.4262977174034259,1
idea,4,4,34129.96398906527,0,47.497208472439965,6.347020742250093,0.13182088228208416,0
early,14,37,1765542.1331740697,1,92412.07818398095,15027.713243485105,0.5325528134046355,2
idea,4,8,40288.19591466656,1,173.64061515579579,23.289578669516526,0.31871863721128657,0
idea,2,0,7440.4357259088,0,89.3567353016423,41.087786525407395,0.4730137517670011,0
idea,4,1,23286.27888337488,1,93.9608642897363,16.761231813144335,0.2492868816888452,0
seed,7,4,1832710.5753971958,0,1967.2763921950313,3031.930584915264,0.6774633542399734,1
early,6,37,8293341.587356618,3,178022.36062061798,30426.203642114328,1.0836020614641426,2
idea,4,11,36643.87264419492,0,198.36635849272605,42.33042598593149,0.3999149958712723,0
seed,9,16,289609.5331861006,1,5636.311860434587,4245.2187958929835,0.4436457487985723,1
idea,3,7,39814.28414714005,0,192.04361447656493,2.265343382619351,0.2136256724405606,0
seed,7,23,105084.91571599669,1,8572.89128739919,1980.2723871773337,0.199156897597067,1
idea,5,9,36762.560815339675,0,53.88357786591433,9.061755577673301,-0.017617974915037374,0
early,9,37,3933735.877214402,3,98832.80897412825,9862.851696841482,1.4827855321429215,2
seed,11,14,1551558.713388105,1,5549.403705953124,573.7097916909595,0.12613765801615207,1
series_a,43,14,36419120.9911104,1,599324.072693014,274204.959122384,2.9095626026756327,3
idea,1,7,42054.80853080507,0,86.06863473781449,8.229974476967332,0.4439919781711994,0
idea,4,3,34260.0726884933,0,138.22117401077023,33.63965067711512,0.4689191040458405,0
idea,4,4,13069.865828019745,0,145.2607000737636,57.846570809025,0.16945003560566804,0
series_a,90,79,26339462.70852126,2,532895.9442087869,72167.68575091573,1.8182310896115748,3
series_a,53,41,48551488.89532077,1,275819.868080307,251276.8620101245,2.526516089816979,3
idea,2,1,35299.26330254092,1,77.7349501341901,15.987369803790315,0.43478836136387344,0
early,13,39,2091634.7996599067,2,95153.4093789824,1488.4925019914062,0.21529400113134967,2
early,15,30,2865517.390219143,2,184672.15799495878,11125.51605969356,1.7545127801503695,2
seed,10,14,473474.6589124685,3,7285.269956914378,4903.805871944258,0.15569259775593292,1
seed,8,13,1919969.7350110523,2,9082.120462400317,3648.852557868406,0.7354635285976832,1
idea,2,10,27731.02456055725,0,185.23859728292533,23.188049941620253,-0.05475269440432705,0
idea,3,1,35728.11730465781,0,194.1109341456992,50.37389289120815,0.10183623404174563,0
series_a,24,52,25636388.65048735,2,447645.5509868943,173711.279522416,1.613309538385049,3
series_a,16,67,35937700.3012253,2,62406.57621313008,379916.9444946747,2.870007965386584,3
seed,8,16,812694.9670024429,1,1939.8310239920736,4093.734051920958,0.11668911993589981,1
idea,3,5,28105.544131161474,0,15.701973690721971,5.549105736102514,-0.05327260654522555,0
idea,2,7,44085.448481929234,1,147.9126496222536,30.34455532602883,0.30149249332091044,0
early,30,18,2573887.3036659113,1,35854.40384731901,35060.870981342596,1.251669266194694,2
series_a,94,32,6757590.170406292,2,921548.8865441864,294978.53054638015,1.6470926053598702,3
series_a,114,27,26486607.541449558,5,265808.7213916664,411110.6828828229,2.708841724813384,3
early,12,10,6093900.404522889,0,134728.7647673378,26990.786796034892,1.342432178850144,2
seed,6,14,1453681.655215824,0,4093.345732510742,2425.364545713477,0.5408270639715397,1
idea,2,10,34643.92138483261,0,139.90557408051438,46.572134071088904,-0.016961448419125266,0
idea,5,1,22820.671985621215,1,51.17450816244256,5.80150627255765,0.30660892467061895,0
series_a,67,76,14115753.42252058,4,899610.9414632804,449165.7910710737,2.0885670295915744,3
seed,6,7,881663.3747371554,2,4317.743646962417,2927.8064674872344,0.5211737249135375,1
idea,2,2,14808.838277949926,1,88.37074161821279,39.4800694076478,0.34787127731426837,0
idea,5,5,39634.628642468895,1,129.2730224247312,53.68939791752428,-0.07501358659601182,0
early,35,33,2606691.517362769,4,105752.1346738574,33116.3629435924,0.5047157311221518,2
idea,1,6,26478.634035633742,0,59.47866641239794,23.760197502064006,0.02467427882285228,0
idea,2,8,40160.60616220466,0,148.1766413443971,59.926970818364815,0.11331787829120454,0
seed,5,4,17789.07041342737,0,4093.7425536699047,4256.305836810301,0.7984842429304254,1
early,14,16,3458449.6712357835,3,88014.2205202993,11695.386740293194,0.30438024939005515,2
early,20,10,4434036.625266237,3,58593.69277182652,38841.11028503779,0.19727781775047937,2
idea,4,0,28753.520954270745,0,3.4576089526726417,0.8196297909564529,0.4146584874716177,0
early,5,23,1634585.80742587,3,141905.45334877772,9716.1099775708,1.7826399126227455,2
idea,2,9,39498.72500083864,1,170.69311064051064,37.030850332863594,0.42932344233619435,0
idea,5,5,14370.126692274127,0,60.86151836417286,13.681162744991475,-0.09914299415249397,0
early,11,44,4705533.787904544,1,119838.40623773646,30489.491083019344,0.17577647943879549,2
seed,10,22,1950423.4677182857,0,8818.910578860212,1641.2754463866852,0.11284054451688441,1
early,7,31,8087103.6108125085,2,3496.997125122976,16322.951461931445,1.1968802281227164,2
early,17,26,5081022.192008366,2,145983.4296949648,43862.60660095976,1.8805026388568329,2
seed,11,15,1653517.570589361,0,4014.863682986683,1584.5650690927216,0.46738733544792543,1
idea,2,12,9396.29789368977,0,19.737045551984124,3.6042601086943886,0.2767182956012608,0
seed,6,20,1481554.5612293857,1,3370.356865377518,1582.343920307493,0.773995087294009,1
idea,1,8,40376.812769899654,0,10.942834966727988,3.2697912611568087,0.4614495569147302,0
idea,3,6,48762.22676419793,0,43.05380915716685,4.596800910359191,0.018345599700210075,0
scale_up,435,225,98119637.54704875,9,9193363.1513869,4530156.936349575,0.9513402243955578,4
seed,3,17,584790.4348102518,1,5933.949455329434,3595.998477978835,0.7452414861724412,1
series_a,110,26,21397961.498673383,5,603020.9337714319,45150.31843623823,0.7575999904614962,3
seed,11,19,48608.47878024871,2,6298.189416661932,1375.9510588673784,0.9095866950537773,1
early,8,44,9581889.915944602,1,106705.86685483232,15864.849828494353,0.8160361991387346,2
seed,5,6,535311.2842225615,2,7341.741455860534,1681.5404720687488,0.3286043394798427,1
seed,6,7,390300.18915537844,3,2692.596603158231,3836.166970796115,0.20588731076659939,1
seed,7,21,19720.087380301367,3,1107.4711901268313,4209.917640291132,0.48285476498294677,1
idea,3,11,46500.268889553634,0,98.34758860379789,0.17979470196548308,0.3840246846470369,0
early,20,16,2075758.9973697937,0,128852.26015141723,13863.004233675118,0.15207699794106053,2
idea,2,10,18858.939589212176,0,13.938139346023926,4.519127476737412,0.45620249606084495,0
idea,2,5,45541.71134948769,1,82.38930972245274,8.662254574205015,-0.07092146051450661,0
seed,2,11,1301816.3900134368,1,6399.492030036879,1602.8161218046228,0.09352012359790951,1
idea,2,11,23758.543301131413,0,153.26081422378002,62.22141866112936,0.08602041440747002,0
series_a,71,12,4547080.514951207,4,883412.7302105575,82037.3279008915,2.1615935583355705,3
scale_up,69,187,479035559.5892787,8,170255.67169938303,4115051.3317358145,1.927159523055519,4
series_a,86,63,47843022.882477544,5,405722.3554646833,477314.7769809369,1.9621196815740112,3
seed,6,18,1806630.3210015697,2,4172.553789501067,561.9302466113036,0.07563036383454946,1
idea,4,10,14625.751017051552,0,75.80116663563989,25.479904684699715,-0.02051862758928716,0
series_a,71,79,41912881.977553725,5,310176.1118220781,220429.46956856427,1.4650472472162186,3
seed,2,23,489018.04547037836,0,879.6215849991573,4642.538759718893,0.579737114939772,1
scale_up,483,176,822631834.3378024,6,6647366.384782255,2020790.4150568277,1.9697740352190143,4
scale_up,383,105,538218889.2180437,3,2488318.9267764757,1120335.8621802507,1.4023181443988646,4
series_a,33,56,35747232.382810935,1,46061.18886870295,452245.636273047,0.3125868725297875,3
idea,3,10,47979.6073804617,0,120.76061576875068,59.433664138149396,-0.07595854819104,0
seed,2,3,1619498.016653461,1,6379.5299938942535,2271.0720988262374,0.8634300145217673,1
series_a,43,44,27346914.3009576,5,786132.1320005336,203455.56861034548,1.9735361378801284,3
idea,5,1,34410.94597038679,0,159.05756980953686,65.96347023054902,0.16854197030478327,0
idea,5,6,24522.454836797497,1,160.53124883044396,73.10787477732697,0.43976749362338907,0
seed,7,17,1559246.6013227103,1,6029.524090225097,171.48950651655838,0.4975660833887259,1
series_a,112,50,1657063.2397340324,3,973232.0186025212,118510.93677289007,2.4362640375615126,3
early,27,29,7409125.553735246,3,153138.76503080962,22205.58700370149,0.9941597717290638,2
seed,2,17,1240984.4466535095,0,903.6531347499204,454.6772495652057,0.9232237469852286,1
idea,2,4,29624.14969507982,0,8.732185742601706,0.040017643319111375,0.433849394177228,0
seed,12,24,390508.9303160162,0,4886.139774922309,3320.503355739455,0.5280474490037993,1
scale_up,445,180,919102185.0261582,8,1993645.973270231,2633877.8611989054,4.558801697887302,4
idea,1,8,28594.876122947688,0,24.496283370059444,5.02202943424528,0.4276776161071354,0
seed,10,4,962616.4239329712,0,7535.735020879955,4557.956139030633,0.5541261633582742,1
series_a,32,47,37188412.934319474,6,629996.6819158024,337836.2225053045,0.46622207049525,3
early,28,26,5759114.164275538,1,124979.92213168685,31678.80699736529,1.7878415549335285,2
early,21,32,7722738.820245349,1,192491.88063267843,44620.812857173245,0.5771797514663896,2
early,23,19,7336187.55573703,1,147544.17177001297,4434.972533104658,1.7358556160850631,2
seed,9,18,113412.5352810487,1,4609.620481912227,1312.0804084810723,0.2417645074796816,1
idea,4,4,40386.96466003572,0,20.189536327208124,4.604218981188413,0.291561209129264,0
early,16,47,1433997.9247959834,2,97356.77923639138,24421.97770766126,0.9691646445952947,2
early,18,27,6090205.409033663,4,97537.80458946755,25741.707400380605,0.39400322533437804,2
series_a,108,31,12003413.994175922,5,272438.2770645158,369811.89460172266,1.9442247725501576,3
series_a,69,20,46765383.50711825,3,260238.20135165245,209251.8981736355,1.211176958821465,3
seed,11,22,1745600.692419318,0,8549.867712461697,3908.1772272160524,0.103512947006131,1
seed,9,23,1825386.5765912998,2,2484.9201903858243,657.8265331967731,0.3022767004964485,1
early,14,42,5509265.625396187,4,68963.18451285307,28517.633687378497,0.1926278934826537,2
seed,2,14,683722.5145997321,2,6151.045089394014,4344.005479089102,0.6619015764719286,1
early,39,39,322247.5594701143,4,139234.42885845999,41447.45796401797,0.1592045024310503,2
early,35,13,8142895.210476615,4,182910.91831196347,13998.969365216568,1.8127084771202842,2
series_a,56,30,49124624.037371375,5,925727.1787526844,394977.88344013144,1.0447606768622928,3
idea,4,0,40294.55845984271,0,38.29792298162389,6.797787802147499,0.19091524382966216,0
seed,3,6,303430.6749450533,0,763.7307912583384,3299.3493341451954,0.4315843291175092,1
idea,4,7,28515.625391325193,0,28.099801959103466,7.082134707220107,0.02469430487530147,0
seed,11,23,1114103.3350415793,0,9620.555499762586,2737.032030006126,0.06425272295461104,1
idea,2,12,7926.011701370472,0,72.82421136830108,15.668727255505699,-0.022578154666345066,0
seed,11,4,1828317.7130728539,2,3010.8286285861136,3946.4532733855235,0.03121356033874756,1
seed,6,19,535385.5636830671,0,6701.623766452279,4863.133022162763,0.6068265635885829,1
idea,3,11,12299.987015339759,0,96.4712417165506,9.34753900226156,-0.059193860828547704,0
seed,9,8,204735.43540573557,0,5559.094443717362,941.925046674365,0.056246694315172485,1
idea,2,3,2489.0500761521885,0,130.84715598906357,25.925876390085318,0.4664247669685565,0
idea,2,5,6409.2555149548925,0,123.91364495573191,34.49025111461743,0.3663995084493159,0
early,6,27,5490167.188276769,2,152212.68895207532,49261.52631363309,1.894260698166499,2
seed,9,8,546572.4544462163,0,3931.356085863126,972.7398484995564,0.7316795987874818,1
idea,3,7,9453.882688917442,0,134.83738976592278,40.732618393895144,-0.040302264291617124,0
seed,5,6,731906.594943577,1,6850.173146186475,3419.383705816532,0.5018402425556384,1
early,40,30,6905624.923314586,3,19400.41349847916,48817.67227639329,0.6082051189972073,2
idea,4,0,40512.95652586435,0,55.64343741376443,24.90138025415564,-0.00250095071533514,0
seed,9,9,1255707.9886967277,1,4716.94846432633,2522.1237303171847,0.5850778163732161,1
idea,4,12,8785.762291841293,0,84.83701114919523,35.00098832303882,0.052488368076688635,0
idea,4,10,14943.159439343384,0,23.236114850817824,2.184377399265927,0.16631359468434162,0
seed,3,15,1059025.2794342767,0,598.3409174096342,4439.364659256652,0.7029917261468195,1
seed,7,7,428640.4422443732,0,8972.628171582059,1053.533325374531,0.22753387693646332,1
seed,2,22,1552910.540472973,2,7548.420808205972,4778.197308617108,0.772089523881285,1
early,25,17,6543196.709844348,2,107513.87142446607,22420.2571472067,0.5723534864940095,2
scale_up,878,240,611685141.0559902,7,2329550.292140396,1359770.8380360475,2.501383895118875,4
seed,8,4,1803879.1907813752,2,8691.337704467556,4172.1455995287115,0.8330062152010861,1
idea,2,10,1918.1930677850567,0,102.54997995878593,34.221724640213424,0.1983003684306114,0
early,24,6,1041427.1123362218,0,145232.86778608966,4971.918630002555,1.4470833140396404,2
idea,4,5,48070.87889232867,0,161.49558713038178,27.19970865936374,0.1383747757675434,0
seed,5,7,1211135.7174398291,1,8677.445971726316,4763.364332495378,0.40485988961814434,1
idea,5,3,39619.538767940685,0,136.29202308505438,38.26248243475401,0.4302400332988321,0
